filename,label,xmin,ymin,xmax,ymax,filepath
maksssksksss108.png,with_mask,155,29,180,51,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss108.png
maksssksksss108.png,with_mask,206,35,228,58,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss108.png
maksssksksss108.png,with_mask,332,67,346,81,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss108.png
maksssksksss108.png,with_mask,362,68,376,82,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss108.png
maksssksksss108.png,without_mask,267,72,278,83,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss108.png
maksssksksss109.png,with_mask,216,92,372,251,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss109.png
maksssksksss11.png,mask_weared_incorrect,23,114,77,172,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,147,157,200,211,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,201,191,230,234,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,243,192,293,247,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,309,182,346,224,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,249,108,276,140,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,275,99,303,128,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,195,90,214,113,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,214,76,237,99,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,232,50,247,67,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,266,45,281,61,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,207,47,222,63,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,227,36,239,48,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,253,33,267,45,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,290,31,304,41,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss11.png,with_mask,362,32,372,40,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss11.png
maksssksksss110.png,without_mask,6,111,43,148,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,22,20,49,46,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,with_mask,48,12,70,37,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,with_mask,113,1,136,24,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,78,17,106,46,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,97,66,115,86,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,70,111,104,145,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,42,157,85,186,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,with_mask,59,205,111,264,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,116,155,172,198,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,112,85,149,118,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,124,27,153,47,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,163,29,189,53,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,with_mask,186,18,215,44,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,with_mask,178,77,214,111,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,216,57,241,84,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,237,15,268,46,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,281,19,308,40,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,286,60,311,84,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,with_mask,253,94,293,135,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,236,161,273,195,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,with_mask,282,194,322,232,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,with_mask,314,115,350,152,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,335,27,359,52,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,without_mask,381,14,401,34,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss110.png,with_mask,356,72,385,98,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss110.png
maksssksksss111.png,with_mask,17,182,35,202,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,with_mask,17,101,25,116,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,with_mask,48,98,61,113,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,without_mask,17,127,27,144,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,without_mask,5,133,14,152,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,with_mask,109,59,132,82,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,with_mask,140,64,161,85,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,with_mask,184,68,207,93,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,with_mask,248,73,267,95,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,with_mask,291,65,314,90,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,with_mask,383,96,397,110,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss111.png,without_mask,383,125,398,145,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss111.png
maksssksksss112.png,mask_weared_incorrect,90,84,138,131,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss112.png
maksssksksss113.png,with_mask,133,108,148,124,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss113.png
maksssksksss113.png,with_mask,203,117,214,131,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss113.png
maksssksksss113.png,with_mask,294,115,308,130,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss113.png
maksssksksss113.png,without_mask,228,119,241,134,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss113.png
maksssksksss114.png,without_mask,4,83,75,161,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss114.png
maksssksksss114.png,with_mask,80,58,153,141,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss114.png
maksssksksss115.png,with_mask,24,67,47,91,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss115.png
maksssksksss115.png,with_mask,79,91,103,112,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss115.png
maksssksksss115.png,with_mask,109,80,128,101,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss115.png
maksssksksss115.png,with_mask,137,88,159,110,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss115.png
maksssksksss115.png,with_mask,179,107,205,134,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss115.png
maksssksksss115.png,with_mask,254,105,278,128,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss115.png
maksssksksss115.png,with_mask,221,78,244,100,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss115.png
maksssksksss115.png,with_mask,172,86,183,107,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss115.png
maksssksksss115.png,with_mask,185,85,209,104,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss115.png
maksssksksss116.png,with_mask,116,88,150,122,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss116.png
maksssksksss116.png,with_mask,160,79,193,118,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss116.png
maksssksksss116.png,with_mask,235,43,272,87,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss116.png
maksssksksss116.png,with_mask,304,68,336,102,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss116.png
maksssksksss116.png,with_mask,379,61,399,96,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss116.png
maksssksksss117.png,with_mask,131,224,227,346,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss117.png
maksssksksss118.png,with_mask,138,79,176,116,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss118.png
maksssksksss118.png,with_mask,217,70,255,107,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss118.png
maksssksksss119.png,with_mask,54,92,82,120,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss119.png
maksssksksss119.png,with_mask,132,47,153,71,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss119.png
maksssksksss119.png,with_mask,242,94,268,125,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss119.png
maksssksksss119.png,with_mask,254,51,266,64,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss119.png
maksssksksss119.png,with_mask,263,79,275,92,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss119.png
maksssksksss119.png,without_mask,302,81,330,107,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss119.png
maksssksksss119.png,without_mask,352,45,377,67,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss119.png
maksssksksss12.png,with_mask,72,71,90,88,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,119,70,137,88,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,163,76,185,96,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,36,70,46,82,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,120,55,132,68,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,94,59,102,69,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,153,61,171,81,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,335,70,353,87,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,273,58,290,75,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,232,61,249,78,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,without_mask,298,61,312,84,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,354,54,365,68,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss12.png,with_mask,38,82,45,98,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss12.png
maksssksksss120.png,with_mask,59,185,183,336,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss120.png
maksssksksss121.png,without_mask,11,48,41,75,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss121.png
maksssksksss121.png,without_mask,91,41,121,72,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss121.png
maksssksksss121.png,without_mask,176,56,204,83,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss121.png
maksssksksss121.png,without_mask,239,56,266,81,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss121.png
maksssksksss121.png,without_mask,301,62,329,87,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss121.png
maksssksksss121.png,without_mask,343,74,368,97,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss121.png
maksssksksss121.png,without_mask,387,82,400,107,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss121.png
maksssksksss122.png,with_mask,201,38,345,213,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss122.png
maksssksksss123.png,with_mask,92,106,191,224,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss123.png
maksssksksss123.png,with_mask,227,129,321,229,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss123.png
maksssksksss124.png,with_mask,91,146,143,204,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss124.png
maksssksksss124.png,with_mask,239,126,290,182,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss124.png
maksssksksss124.png,with_mask,378,146,399,171,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss124.png
maksssksksss124.png,without_mask,1,170,20,196,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss124.png
maksssksksss124.png,without_mask,333,133,360,170,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss124.png
maksssksksss125.png,without_mask,118,151,216,279,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss125.png
maksssksksss126.png,with_mask,106,45,158,104,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss126.png
maksssksksss126.png,with_mask,194,62,215,88,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss126.png
maksssksksss126.png,without_mask,226,2,267,97,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss126.png
maksssksksss127.png,with_mask,98,46,130,80,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss127.png
maksssksksss128.png,without_mask,93,183,194,295,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss128.png
maksssksksss129.png,without_mask,106,69,124,89,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss129.png
maksssksksss129.png,without_mask,149,30,168,53,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss129.png
maksssksksss129.png,with_mask,246,40,271,69,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss129.png
maksssksksss13.png,with_mask,28,54,44,71,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss13.png
maksssksksss13.png,with_mask,98,62,114,80,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss13.png
maksssksksss13.png,mask_weared_incorrect,162,51,194,89,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss13.png
maksssksksss13.png,with_mask,293,60,313,81,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss13.png
maksssksksss13.png,with_mask,352,53,373,71,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss13.png
maksssksksss13.png,with_mask,229,53,241,72,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss13.png
maksssksksss130.png,mask_weared_incorrect,7,104,46,147,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss130.png
maksssksksss130.png,mask_weared_incorrect,162,58,208,112,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss130.png
maksssksksss130.png,without_mask,304,95,332,141,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss130.png
maksssksksss130.png,without_mask,198,95,223,136,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss130.png
maksssksksss131.png,with_mask,65,63,110,112,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss131.png
maksssksksss131.png,with_mask,127,31,166,76,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss131.png
maksssksksss131.png,without_mask,257,55,284,86,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss131.png
maksssksksss131.png,with_mask,284,66,321,107,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss131.png
maksssksksss131.png,without_mask,252,125,295,167,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss131.png
maksssksksss131.png,with_mask,345,93,363,116,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss131.png
maksssksksss131.png,without_mask,236,74,256,99,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss131.png
maksssksksss131.png,without_mask,216,63,237,83,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss131.png
maksssksksss132.png,mask_weared_incorrect,106,72,190,182,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss132.png
maksssksksss133.png,with_mask,100,179,221,318,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss133.png
maksssksksss134.png,with_mask,92,19,117,50,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss134.png
maksssksksss134.png,without_mask,156,22,177,48,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss134.png
maksssksksss134.png,with_mask,179,24,197,47,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss134.png
maksssksksss134.png,with_mask,183,74,205,100,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss134.png
maksssksksss134.png,with_mask,269,70,285,89,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss134.png
maksssksksss134.png,without_mask,343,15,359,34,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss134.png
maksssksksss134.png,with_mask,302,43,318,59,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss134.png
maksssksksss135.png,with_mask,49,157,144,225,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss135.png
maksssksksss135.png,with_mask,151,67,270,198,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss135.png
maksssksksss136.png,with_mask,100,105,152,158,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss136.png
maksssksksss137.png,without_mask,38,143,53,161,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss137.png
maksssksksss137.png,without_mask,76,146,95,164,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss137.png
maksssksksss137.png,with_mask,114,142,131,163,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss137.png
maksssksksss137.png,with_mask,158,165,175,185,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss137.png
maksssksksss137.png,without_mask,217,153,241,174,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss137.png
maksssksksss137.png,without_mask,283,158,310,181,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss137.png
maksssksksss138.png,with_mask,51,144,128,239,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss138.png
maksssksksss138.png,with_mask,147,169,217,233,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss138.png
maksssksksss138.png,with_mask,224,92,309,186,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss138.png
maksssksksss139.png,with_mask,2,28,19,46,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,23,36,45,59,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,without_mask,30,71,51,92,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,4,177,35,209,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,93,15,117,34,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,99,74,122,100,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,mask_weared_incorrect,56,132,79,162,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,36,152,65,183,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,138,191,165,221,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,182,13,209,36,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,188,55,213,80,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,196,146,219,168,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,213,164,243,193,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,253,13,277,35,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,246,73,268,98,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,286,10,314,38,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,320,1,341,15,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,345,34,372,57,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss139.png,with_mask,358,116,388,141,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss139.png
maksssksksss14.png,without_mask,152,192,239,319,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss14.png
maksssksksss140.png,with_mask,37,74,188,247,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss140.png
maksssksksss140.png,with_mask,210,114,336,255,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss140.png
maksssksksss141.png,with_mask,129,96,175,155,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss141.png
maksssksksss141.png,with_mask,220,123,260,169,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss141.png
maksssksksss142.png,with_mask,144,110,244,235,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss142.png
maksssksksss143.png,with_mask,102,200,194,333,D:\ML PROJECTS\Face Mask Detection\archive\images\maksssksksss143.png
